OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AK,USGS Alaska Water Science Center,USGS-704816152171700,UNNAMED LAKE 1.5 MI N OF VABM ELIE NR LONELY AK,"Lake, Reservoir, Impoundment",,19060205,,,,,70.80409398000000,-152.2913314000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704819152572000,UNNAMED LAKE 3.5 MI S OF VABM APRIL NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.80491380000000,-152.9588534000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704853153023800,UNNAMED LAKE 3.5 MI S OF VABM MARCH NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.81435700000000,-153.0471914000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-704918152265600,UNNAMED LAKE 3 MI S OF VABM SAMUEL NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.82131350000000,-152.4521734000000,63360,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-705012152211800,UNNAMED LK NR CAPE HALKETT NR LONELY AK,"Lake, Reservoir, Impoundment",,19060204,,,,,70.83631629000000,-152.3582850000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711345156380000,IKROAVIK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.22874960000000,-156.6367970000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711945156390000,IMIKPUK LK NR BARROW AK,"Lake, Reservoir, Impoundment",,19060202,,,,,71.32875149000000,-156.6534784000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711957156381301,UB02301822ADD 2  005,Well,,19060202,,,,,71.33208500000000,-156.6404229000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-711959156382101,UB02301822ADD 1  005,Well,,19060202,,,,,71.33264058000000,-156.6426453000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712000156383001,UB02301822ADC 1  003    BARROW AFW1,Well,,19060202,,,,,71.33291830000000,-156.6451454000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.54,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712000156390701,UB02301822ACB 1  002    BARROW B56,Well,,19060202,,,,,71.33291820000000,-156.6554235000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712001156382301,UB02301822ADA 1  004,Well,,19060202,,,,,71.33319610000000,-156.6432009000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712001156384601,UB02301822ACA 4  001    BARROW ASW3,Well,,19060202,,,,,71.33319600000000,-156.6495900000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.41,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712001156385401,UB02301822ACA 2  001    BARROW MW6,Well,,19060202,,,,,71.33319600000000,-156.6518123000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.90,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156383501,UB02301822ADBC1  006    BARROW NARLTB5,Well: Test hole not completed as a well,,19060202,,,,,71.33347388000000,-156.6465344000000,63360,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,1995,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156384201,UB02301822ACA 3  001    BARROW AFW4,Well,,19060202,,,,,71.33347390000000,-156.6484789000000,63360,1,seconds,Interpolated from MAP.,NAD83,3.97,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156384801,UB02301822ACA 7  001,Well,,19060202,,,,,71.33347380000000,-156.6501456000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712002156385901,UB02301822ACA 1  001    BARROW MW14,Well,,19060202,,,,,71.33347380000000,-156.6532013000000,63360,1,seconds,Interpolated from MAP.,NAD83,5.25,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712003156390001,UB02301822ACA 6  001,Well,,19060202,,,,,71.33375159000000,-156.6534790000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712004156390001,UB02301822ACA 5  001,Well,,19060202,,,,,71.33402940000000,-156.6534790000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-712032156361601,UB02301814DCA 1  001,Well,,19060202,,,,,71.34180790000000,-156.6079236000000,63360,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,185,,,,,,,,,,NWIS
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKCH11-0031,AKCH11-0031,Ocean,nearshore from Point Hope to Barrow (10-50m depths),,,,,,71.2993000000,-157.2099000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKCH11-0035,AKCH11-0035,Ocean,nearshore from Point Hope to Barrow (10-50m depths),,,,,,71.2243000000,-157.9755000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-065,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3665800000,-156.4655600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-066,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9052600000,-154.5247700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-067,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2042100000,-155.8128100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-069,Elson Lagoon/Dease Inlet,Estuary,Elson Lagoon/Dease Inlet,19060206,,,,,71.1262800000,-155.5365600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-073,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8661900000,-154.2513900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-079,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2772100000,-156.0189400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-082,Elson Lagoon/Dease Inlet,Estuary,Elson Lagoon/Dease Inlet,19060206,,,,,71.0373000000,-155.5879000000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-095,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3080700000,-156.2500900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-101,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9114000000,-154.1342200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-106,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8964800000,-154.5171400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-107,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.2983600000,-155.9919600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-113,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.9093400000,-154.4715900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-114,Elson Lagoon,Estuary,Elson Lagoon,19060202,,,,,71.3265300000,-156.4286200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AK-NCCA15-120,Smith Bay,Estuary,Smith Bay,19060204,,,,,70.8197000000,-154.0757800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-01,AKSL14-01,Estuary,Simpson Lagoon,19060401,,,,,70.5532900000,-149.6503400000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-02,AKSL14-02,Estuary,Gwydyr Bay,19060401,,,,,70.5090000000,-149.1615600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-03,AKSL14-03,Estuary,Simpson Lagoon,19060401,,,,,70.5132900000,-149.3030500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-04,AKSL14-04,Estuary,Simpson Lagoon,19060401,,,,,70.5134300000,-149.6282300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-05,AKSL14-05,Estuary,Simpson Lagoon,19060401,,,,,70.5111500000,-149.7497900000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-06,AKSL14-06,Estuary,Gwydyr Bay,19060401,,,,,70.4780700000,-149.0942100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-07,AKSL14-07,Estuary,Simpson Lagoon,19060401,,,,,70.5304500000,-149.3679800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-08,AKSL14-08,Estuary,Simpson Lagoon,19060401,,,,,70.5281800000,-149.7215300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-10,AKSL14-10,Estuary,Gwydyr Bay,19060401,,,,,70.4572600000,-149.0045300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-11,AKSL14-11,Estuary,Simpson Lagoon,19060401,,,,,70.5200700000,-149.4308600000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-12,AKSL14-12,Estuary,Simpson Lagoon,19060401,,,,,70.5246100000,-149.5576200000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-13,AKSL14-13,Estuary,Gwydyr Bay,19060401,,,,,70.4688300000,-148.9183800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-14,AKSL14-14,Estuary,Gwydyr Bay,19060401,,,,,70.4799600000,-149.0606800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-15,AKSL14-15,Estuary,Simpson Lagoon,19060401,,,,,70.5192900000,-149.7041300000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-16,AKSL14-16,Estuary,Simpson Lagoon,19060401,,,,,70.5170100000,-149.5058100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-17,AKSL14-17,Estuary,Gwydyr Bay,19060401,,,,,70.4334200000,-148.7852500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-18,AKSL14-18,Estuary,Gwydyr Bay,19060401,,,,,70.4749500000,-149.1041100000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-19,AKSL14-19,Estuary,Simpson Lagoon,19060401,,,,,70.5027100000,-149.4094700000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-20,AKSL14-20,Estuary,Simpson Lagoon,19060401,,,,,70.5430400000,-149.7176500000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-AKSL14-21,AKSL14-21,Estuary,Gwydyr Bay,19060401,,,,,70.4740800000,-148.9011800000,,,,GPS-Unspecified,NAD83,,,,,,,US,02,185,,,,,,,,,,STORET
