OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901568,Sample-Routine,Water,Surface Water,1979-09-10,15:40:00,AKDT,,,,,,,,,,,,,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.04,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901562,Sample-Routine,Water,Surface Water,1979-06-18,21:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.040,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001395,Sample-Routine,Water,Surface Water,1980-07-31,11:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.023,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001395,Sample-Routine,Water,Surface Water,1980-07-31,11:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.030,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001171,Sample-Routine,Water,Surface Water,1980-06-06,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.090,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001171,Sample-Routine,Water,Surface Water,1980-06-06,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.090,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001393,Sample-Routine,Water,Surface Water,1980-07-03,10:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.095,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001173,Sample-Routine,Water,Surface Water,1980-09-10,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.050,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001173,Sample-Routine,Water,Surface Water,1980-09-10,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.030,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001173,Sample-Routine,Water,Surface Water,1980-09-10,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.04,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001173,Sample-Routine,Water,Surface Water,1980-09-10,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.06,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001397,Sample-Routine,Water,Surface Water,1980-08-27,12:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.330,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001397,Sample-Routine,Water,Surface Water,1980-08-27,12:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.425,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001183,Sample-Routine,Water,Surface Water,1980-09-09,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.010,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001183,Sample-Routine,Water,Surface Water,1980-09-09,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.000,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001183,Sample-Routine,Water,Surface Water,1980-09-09,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.00,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001183,Sample-Routine,Water,Surface Water,1980-09-09,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.01,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001179,Sample-Routine,Water,Surface Water,1980-06-07,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.070,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001179,Sample-Routine,Water,Surface Water,1980-06-07,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.060,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001179,Sample-Routine,Water,Surface Water,1980-06-07,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.07,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001179,Sample-Routine,Water,Surface Water,1980-06-07,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.09,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001181,Sample-Routine,Water,Surface Water,1980-07-17,18:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.010,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001181,Sample-Routine,Water,Surface Water,1980-07-17,18:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.080,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001181,Sample-Routine,Water,Surface Water,1980-07-17,18:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.10,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001181,Sample-Routine,Water,Surface Water,1980-07-17,18:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.01,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001171,Sample-Routine,Water,Surface Water,1980-06-06,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.11,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001171,Sample-Routine,Water,Surface Water,1980-06-06,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.12,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001392,Sample-Routine,Water,Surface Water,1980-06-21,10:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.241,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001392,Sample-Routine,Water,Surface Water,1980-06-21,10:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.310,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001393,Sample-Routine,Water,Surface Water,1980-07-03,10:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.074,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001394,Sample-Routine,Water,Surface Water,1980-07-17,14:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.026,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001394,Sample-Routine,Water,Surface Water,1980-07-17,14:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.033,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001396,Sample-Routine,Water,Surface Water,1980-08-15,14:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.779,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001396,Sample-Routine,Water,Surface Water,1980-08-15,14:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,1.00,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001385,Sample-Routine,Water,Surface Water,1980-07-03,12:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.020,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001385,Sample-Routine,Water,Surface Water,1980-07-03,12:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.026,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001387,Sample-Routine,Water,Surface Water,1980-07-31,09:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.005,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001387,Sample-Routine,Water,Surface Water,1980-07-31,09:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.006,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001386,Sample-Routine,Water,Surface Water,1980-07-17,12:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.024,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001386,Sample-Routine,Water,Surface Water,1980-07-17,12:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.031,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001388,Sample-Routine,Water,Surface Water,1980-08-15,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.033,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001388,Sample-Routine,Water,Surface Water,1980-08-15,17:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.042,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001384,Sample-Routine,Water,Surface Water,1980-06-21,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.096,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001384,Sample-Routine,Water,Surface Water,1980-06-21,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.124,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001389,Sample-Routine,Water,Surface Water,1980-08-27,10:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.200,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98001389,Sample-Routine,Water,Surface Water,1980-08-27,10:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690516154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.258,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101217,Sample-Routine,Water,Surface Water,1981-08-11,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.040,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101217,Sample-Routine,Water,Surface Water,1981-08-11,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.040,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101217,Sample-Routine,Water,Surface Water,1981-08-11,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.052,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101217,Sample-Routine,Water,Surface Water,1981-08-11,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.05,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101223,Sample-Routine,Water,Surface Water,1981-09-08,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.077,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101223,Sample-Routine,Water,Surface Water,1981-09-08,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.06,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101221,Sample-Routine,Water,Surface Water,1981-08-10,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.030,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101221,Sample-Routine,Water,Surface Water,1981-08-10,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.060,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101221,Sample-Routine,Water,Surface Water,1981-08-10,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.077,mg/l NH4,,Historical,,Actual,,,,,,,71845,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101221,Sample-Routine,Water,Surface Water,1981-08-10,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.04,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98201382,Sample-Routine,Water,Surface Water,1981-10-19,17:00:00,AKDT,,,,,,,,,,,,"USGS-National Water Quality Lab, Denver, CO",USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.080,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98201382,Sample-Routine,Water,Surface Water,1981-10-19,17:00:00,AKDT,,,,,,,,,,,,"USGS-National Water Quality Lab, Denver, CO",USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.10,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101219,Sample-Routine,Water,Surface Water,1981-06-16,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.060,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101219,Sample-Routine,Water,Surface Water,1981-06-16,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Total,0.100,mg/l as N,,Historical,,Actual,,,,,,,00610,,,,,,,,,,,,,,,,,NWIS
