date,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,timestamp
2023-03-27,230.19583333333333,8.296249999999999,9.2575,,,,,2884.3466666666664,-3.3529411764705883,-1.98,,,,2023-03-27 11:56:59.999999744
2023-03-28,256.9404255319149,8.925106382978724,11.174893617021276,,,,,2966.0404166666663,-14.103004291845494,-1.9244791666666667,,,,2023-03-28 11:56:59.999999744
2023-03-29,196.86147186147187,7.249356223175965,7.951502145922747,,,,,2744.0566666666664,-17.60343347639485,-1.9910526315789474,,,,2023-03-29 11:56:59.999999744
2023-03-30,102.52631578947368,7.9175,8.615833333333335,,,,,2956.88125,-15.65875,-2.0,,,,2023-03-30 11:56:59.999999744
2023-03-31,240.86324786324786,3.441452991452991,4.234615384615385,,,,,2878.5037500000003,-17.70759493670886,-1.9578947368421054,,,,2023-03-31 11:56:59.999999744
2023-04-01,211.30084745762713,2.4295833333333334,3.189583333333333,,,,,3032.0533333333337,-18.889873417721518,-1.9989473684210526,,,,2023-04-01 11:56:59.999999744
2023-04-02,104.31390134529148,8.678723404255319,10.267234042553191,,,,,2768.764583333333,-16.681666666666665,-1.9365079365079365,,,,2023-04-02 11:56:59.999999744
2023-04-03,233.39662447257385,5.685654008438819,7.119831223628692,,,,,2849.2558333333336,-16.926160337552744,-1.913089005235602,,,,2023-04-03 11:56:59.999999744
2023-04-04,279.60593220338984,4.716101694915254,5.69449152542373,,,,,3034.8416666666667,-20.183050847457626,-1.8999999999999997,,,,2023-04-04 11:56:59.999999744
2023-04-05,242.67256637168143,7.1730088495575215,8.674778761061948,,,,,3071.6837499999997,-26.532300884955752,-1.9365079365079365,,,,2023-04-05 11:56:59.999999744
2023-04-06,215.042194092827,4.3472573839662445,4.979324894514767,,,,,2995.2083333333335,-26.974678111587984,-1.9288770053475934,,,,2023-04-06 11:56:59.999999744
2023-04-07,269.40167364016736,5.175,6.784166666666667,,,,,2877.2683333333334,-23.281896551724138,-1.9026315789473685,,,,2023-04-07 11:56:59.999999744
2023-04-08,248.10833333333332,6.604166666666667,7.9575,,,,,2877.14375,-28.59539748953975,-1.9,,,,2023-04-08 11:56:59.999999744
2023-04-09,51.57081545064378,6.02051282051282,6.653418803418804,,,,,2840.6212499999997,-21.155128205128207,-1.9,,,,2023-04-09 11:56:59.999999744
2023-04-10,264.04583333333335,5.392916666666666,7.810416666666667,,,,,2992.5591666666664,-20.197899159663866,-1.912169312169312,,,,2023-04-10 11:56:59.999999744
2023-04-11,256.05357142857144,6.6084821428571425,8.340178571428572,,,,,3146.312711864407,-25.31483050847458,-0.9943820224719101,,,,2023-04-11 11:49:04.067796480
2023-04-12,256.2350427350427,8.316666666666666,10.127350427350429,,,,,2896.723076923077,-27.06153846153846,,,,,2023-04-12 11:55:55.384615424
2023-04-13,255.21645021645023,6.651948051948051,8.5995670995671,,,,,2928.1845833333336,-23.944915254237287,,,,,2023-04-13 11:56:59.999999744
2023-04-14,260.19827586206895,2.923275862068966,3.377155172413793,,,,,2894.869583333333,-24.219583333333333,,,,,2023-04-14 11:56:59.999999744
2023-04-15,217.03829787234042,1.8371308016877637,2.3649789029535864,,,,,2969.9975,-22.65236051502146,,,,,2023-04-15 11:56:59.999999744
2023-04-16,208.94117647058823,2.2403361344537815,2.7819327731092436,,,,,2817.6691666666666,-23.20042194092827,,,,,2023-04-16 11:56:59.999999744
2023-04-17,263.0042016806723,6.399579831932773,8.747478991596639,,,,,2857.7366666666667,-19.797890295358652,,,,,2023-04-17 11:56:59.999999744
2023-04-18,214.15555555555557,3.7907894736842103,4.364912280701755,,,,,2943.0186956521743,-22.095927601809954,,,,,2023-04-18 12:25:26.086956544
2023-04-19,151.05116279069767,3.656018518518519,4.061574074074074,,,,,2807.7184331797234,-20.121495327102803,,,,,2023-04-19 12:33:22.396313344
2023-04-20,154.29565217391306,1.8225108225108224,2.49047619047619,,,,,2939.2075,-15.772961373390558,,,,,2023-04-20 11:56:59.999999744
2023-04-21,80.26609442060087,6.974261603375528,8.151476793248946,,,,,2976.349166666667,-11.55126050420168,,,,,2023-04-21 11:56:59.999999744
2023-04-22,40.729166666666664,8.81375,9.421666666666665,,,,,2908.9995833333332,-19.85625,,,,,2023-04-22 11:56:59.999999744
2023-04-23,193.60633484162895,4.276470588235294,5.181900452488688,,,,,3466.587553648069,-20.79775784753363,,,,,2023-04-23 11:45:42.489270528
2023-04-24,105.46382978723405,2.318723404255319,3.1731914893617024,,,,,2800.3209205020917,-18.251293103448276,,,,,2023-04-24 11:58:10.041840896
2023-04-25,253.0,1.6307359307359306,2.5393939393939395,,,,,3119.5987499999997,-19.08255319148936,,,,,2023-04-25 11:56:59.999999744
